ID,Name,Gender,Age,Education,City,JoiningYear,Department,PaymentTier,Salary
13999,Opal Madden,Female,34,Bachelors,Philadelphia,2012,Finance & Accounting,3,115900
14000,Amber Vaughan,Female,25,Bachelors,Seattle,2012,Customer Service,3,108600
14001,Laura Dean,Female,31,Bachelors,Columbus,2012,Procurement & Supply Chain,3,117600
14002,Drake Padilla,Male,36,Bachelors,Chicago,2015,Legal,3,119500
14003,Walker Baxter,Male,31,Bachelors,New York City,2016,Procurement & Supply Chain,3,110000
14004,Jackson Estes,Male,34,Bachelors,San Jose,2015,Operations,3,114200
14005,Kody Holden,Male,28,Masters,Jacksonville,2014,Operations,3,103300
14006,Clover Novak,Others,28,Bachelors,Denver,2014,Marketing,3,105000
14007,Kylie Thornton,Female,31,Bachelors,New York City,2015,Procurement & Supply Chain,3,118300
14008,Quentin Acosta,Male,35,Bachelors,San Diego,2017,IT,3,118400
14009,Joseph Humphrey,Male,28,Bachelors,New York City,2012,IT,1,40500
14010,Hugo Pratt,Male,32,Bachelors,Philadelphia,2018,Finance & Accounting,3,105600
14011,Gianna Garrison,Female,23,Bachelors,"Washington, D.C.",2013,Operations,3,107900
14012,Chris Carlson,Male,27,Masters,Chicago,2018,IT,3,117800
14013,Ava Carpenter,Female,25,Bachelors,Houston,2017,Legal,3,104800
14014,Sam Everett,Male,31,Masters,New York City,2017,R&D,2,91500
14015,Emily Turner,Female,34,PHD,San Diego,2018,Procurement & Supply Chain,3,119300
14016,Bruno Wyatt,Others,36,Bachelors,Los Angeles,2016,Marketing,3,104400
14017,Kobe Townsend,Male,40,PHD,Los Angeles,2017,HR,3,114400
14018,Peter Morales,Male,34,Masters,San Jose,2012,HR,3,104600
14019,Robin Robles,Male,37,Bachelors,Columbus,2018,IT,3,113200
14020,Clara Carr,Female,38,Bachelors,Boston,2012,HR,3,107600
14021,Derek Beasley,Male,22,Bachelors,San Diego,2017,Procurement & Supply Chain,2,72700
14022,Bailey Godfrey,Male,36,Bachelors,Phoenix,2016,Customer Service,2,89100
14023,Bella Donovan,Female,35,Bachelors,Fort Worth,2013,Customer Service,2,78200
14024,Francis Hardy,Male,22,Bachelors,Philadelphia,2012,Sales,3,103000
14025,Donna Moses,Female,22,Bachelors,Chicago,2016,R&D,3,106300
14026,Nadia Cross,Female,29,Bachelors,Jacksonville,2012,Operations,3,104000
14027,Athena Sexton,Female,34,Bachelors,Jacksonville,2017,Sales,3,100000
14028,Luna Reynolds,Female,23,Bachelors,Columbus,2017,Customer Service,2,71900
14029,Chris Tanner,Male,32,Bachelors,San Jose,2014,Marketing,2,83200
14030,Lucy Hammond,Female,26,Bachelors,Fort Worth,2012,IT,2,73000
14031,Shane Meyer,Male,38,Masters,Indianapolis,2017,Legal,3,105200
14032,Ansel Leary,Others,37,Bachelors,Seattle,2014,Legal,3,117700
14033,Amelia Moody,Female,25,Bachelors,Indianapolis,2017,Finance & Accounting,2,92700
14034,Annabelle Skinner,Female,36,Bachelors,Austin,2018,Marketing,2,78100
14035,Seth Dodson,Male,26,Bachelors,"Washington, D.C.",2016,IT,3,108800
14036,Nolan Page,Male,39,Bachelors,Chicago,2018,IT,2,97500
14037,Emery Bernard,Others,24,Bachelors,Phoenix,2016,Operations,3,109700
14038,Martin Kelly,Male,39,Masters,Denver,2018,Finance & Accounting,3,105600
14039,Shawn Knox,Male,39,Masters,Boston,2018,Marketing,3,113900
14040,Eli Vincent,Male,27,Bachelors,Seattle,2017,Legal,2,88600
14041,Wesley Fry,Male,36,Bachelors,San Jose,2013,Operations,3,109100
14042,Kunal Cooke,Others,24,Bachelors,Dallas,2012,Legal,3,103700
14043,Elijah Michael,Male,28,Bachelors,"Washington, D.C.",2017,R&D,3,103600
14044,Christian Fleming,Male,24,Bachelors,Dallas,2016,Operations,3,115700
14045,Keegan Mills,Others,27,Bachelors,Charlotte,2014,R&D,3,114700
14046,Jackson Stewart,Male,23,Bachelors,Boston,2017,Customer Service,3,102800
14047,Lyla Gibson,Others,30,Bachelors,San Jose,2013,Customer Service,3,107800
14048,Dorothy Frederick,Female,22,Bachelors,Phoenix,2014,Legal,3,104000
14049,Amber Gordon,Female,27,Bachelors,Dallas,2014,Customer Service,3,112500
14050,Lydia Bishop,Female,32,Masters,New York City,2017,Legal,3,107700
14051,Gideon Ahmed,Male,33,Masters,Seattle,2014,Customer Service,1,47200
14052,Dorothy Chapman,Female,26,Masters,San Diego,2017,Operations,3,101000
14053,Ibrahim Armstrong,Male,25,Bachelors,Austin,2013,Sales,3,104100
14054,Amber Harris,Female,23,Masters,Boston,2017,Procurement & Supply Chain,2,88000
14055,Paul Gross,Male,24,Bachelors,San Jose,2012,Sales,3,114700
14056,Sadie Herman,Female,33,Bachelors,Fort Worth,2014,Operations,3,102900
14057,Sylvia Hunt,Female,30,Masters,Austin,2018,R&D,3,100000
14058,Seth Newman,Male,27,Masters,Chicago,2017,Legal,2,75000
14059,Gael Best,Others,31,Bachelors,Denver,2012,Sales,2,90500
14060,Zachary Miles,Male,23,Masters,Phoenix,2018,Finance & Accounting,3,98400
14061,Austin Gonzalez,Others,30,Bachelors,San Diego,2015,Sales,3,111000
14062,Coraline Serrano,Others,32,Bachelors,New York City,2015,Finance & Accounting,2,78000
14063,Yosef Leary,Others,26,Bachelors,"Washington, D.C.",2013,Sales,3,106700
14064,Leona Gould,Others,35,Masters,Philadelphia,2017,Legal,2,91600
14065,Weston English,Male,30,Bachelors,Dallas,2016,R&D,1,41200
14066,Cecilia Pacheco,Female,37,Bachelors,Philadelphia,2012,R&D,3,101800
14067,Matilda Shields,Female,34,Bachelors,Jacksonville,2017,Finance & Accounting,1,42400
14068,Edward Spencer,Male,38,Bachelors,Boston,2012,IT,3,110700
14069,Clayton Moreno,Male,22,Masters,Chicago,2013,IT,2,79200
14070,Rajan Jacobs,Others,22,Bachelors,Philadelphia,2015,R&D,1,46000
14071,Beatrice Vargas,Female,33,Masters,Charlotte,2015,Legal,2,76900
14072,Henry Bright,Male,32,Bachelors,New York City,2015,Finance & Accounting,3,108000
14073,Jacob Little,Male,34,Masters,Jacksonville,2015,HR,2,77100
14074,Brady Mccarthy,Male,36,Bachelors,Columbus,2017,Customer Service,3,99000
14075,Madison England,Female,32,Bachelors,Houston,2015,Sales,3,119500
14076,Wesley Craig,Male,28,Bachelors,New York City,2017,Finance & Accounting,3,114200
14077,Micah Hammond,Male,26,Bachelors,Phoenix,2017,Marketing,2,81400
14078,Dylan Green,Male,35,Bachelors,Chicago,2013,IT,3,110800
14079,Lydia Moss,Female,33,Bachelors,Houston,2014,IT,3,104800
14080,Bridget Skinner,Female,22,Masters,"Washington, D.C.",2013,Finance & Accounting,3,110800
14081,Brooklyn Ludwig,Female,27,Bachelors,Jacksonville,2014,Sales,3,108300
14082,Stella Gillespie,Female,23,Masters,Austin,2018,Sales,3,106600
14083,Giselle Cochran,Female,34,Bachelors,San Jose,2013,Procurement & Supply Chain,3,109800
14084,Daria Tyson,Others,23,Masters,Columbus,2017,Customer Service,2,95000
14085,Virginia Hess,Female,36,Bachelors,Jacksonville,2012,Procurement & Supply Chain,3,104000
14086,Audrey Cole,Female,28,PHD,"Washington, D.C.",2018,Sales,3,100500
14087,Alexander Ruiz,Male,28,PHD,Denver,2013,HR,3,102000
14088,Kian Carroll,Others,33,Bachelors,Chicago,2016,Marketing,3,106000
14089,Jasmine Stone,Female,39,Bachelors,San Antonio,2013,Legal,3,103900
14090,Isabel Burnett,Female,25,Bachelors,Columbus,2015,Sales,3,119100
14091,Lilian Ryan,Others,32,Bachelors,Los Angeles,2014,Marketing,3,119000
14092,Carmen Tyson,Female,23,Bachelors,Indianapolis,2015,Customer Service,3,116700
14093,Daniel Hurley,Male,29,Masters,Houston,2018,R&D,3,104800
14094,Hugo Cantrell,Male,24,Bachelors,Boston,2013,Sales,2,92800
14095,Paige Stewart,Female,36,Bachelors,New York City,2012,IT,3,119900
14096,Tara Lynch,Female,40,Bachelors,Los Angeles,2018,Procurement & Supply Chain,3,113600
14097,Victoria Snider,Female,38,Bachelors,Phoenix,2012,Sales,3,104900
14098,Juliana Wilkerson,Female,22,Bachelors,New York City,2014,Finance & Accounting,3,118300
14099,Diego Stark,Male,24,Bachelors,Columbus,2018,Legal,3,115300
14100,Elias Coffey,Male,37,Bachelors,Austin,2012,IT,3,119000
14101,Lila Jennings,Female,40,Bachelors,Philadelphia,2018,HR,3,112100
14102,Hailey Acosta,Female,32,Bachelors,Denver,2018,R&D,3,111600
14103,Alanzo Chavez,Others,28,Bachelors,Austin,2012,Procurement & Supply Chain,3,117700
14104,Jamie Hardy,Male,29,Bachelors,Boston,2016,Operations,3,100300
14105,Calvin Blankenship,Male,25,Bachelors,Chicago,2013,Finance & Accounting,3,107100
14106,Harper Dennis,Female,35,PHD,Charlotte,2013,Finance & Accounting,3,100700
14107,Knox Langley,Others,28,Bachelors,Boston,2015,R&D,3,113100
14108,Kiara Hess,Female,39,Bachelors,Indianapolis,2012,IT,3,103700
14109,Beau Colon,Male,35,Bachelors,New York City,2012,HR,1,42600
14110,Malachi Charles,Male,37,Bachelors,Seattle,2017,HR,3,115100
14111,Griffin Wood,Male,40,Masters,Columbus,2018,HR,3,116700
14112,Reagan Stafford,Others,23,Bachelors,Chicago,2018,R&D,3,106400
14113,Flora Witt,Female,32,Bachelors,"Washington, D.C.",2013,Operations,3,114800
14114,Freya Coffey,Female,37,PHD,San Jose,2018,Operations,3,107800
14115,Walter Goodman,Male,23,Bachelors,Phoenix,2015,Procurement & Supply Chain,3,109800
14116,Clarence Warner,Others,26,Bachelors,Charlotte,2014,Marketing,3,104500
14117,Grant Sears,Male,36,Bachelors,Austin,2017,R&D,3,115200
14118,Hector Johns,Male,40,Bachelors,San Diego,2013,Finance & Accounting,3,105700
14119,Shannon Godfrey,Female,22,Bachelors,Houston,2015,Operations,3,99700
14120,Iris Jimenez,Others,30,Bachelors,Jacksonville,2015,Procurement & Supply Chain,3,106200
14121,Isla Wright,Female,30,Bachelors,New York City,2014,IT,3,116700
14122,Miriam Garrison,Female,34,Bachelors,New York City,2015,Operations,1,46500
14123,Miriam Garrett,Female,27,Bachelors,Dallas,2018,Legal,3,111700
14124,Susan Moore,Female,27,Bachelors,Fort Worth,2013,Finance & Accounting,1,50500
14125,Shawn Matthews,Male,27,Bachelors,"Washington, D.C.",2017,Marketing,2,72200
14126,Cara Bennett,Others,35,Bachelors,"Washington, D.C.",2015,Finance & Accounting,3,106500
14127,Riley Sims,Male,33,Bachelors,Chicago,2014,IT,3,105300
14128,Sarah Mahoney,Female,37,Bachelors,Chicago,2012,Legal,3,113800
14129,Bruno Moody,Others,40,Bachelors,Los Angeles,2014,IT,3,98100
14130,Maeve Phelps,Female,25,Bachelors,San Jose,2015,R&D,2,91000
14131,Rachel Patel,Female,34,Bachelors,San Diego,2017,Sales,2,84400
14132,Sutton Joseph,Others,40,Bachelors,Fort Worth,2017,Operations,3,111700
14133,Lilian Rogers,Others,34,Masters,Houston,2018,Sales,3,101600
14134,Alba Shelton,Others,33,Bachelors,Boston,2013,R&D,3,116800
14135,Shane Lucero,Male,22,Bachelors,Fort Worth,2016,Marketing,3,105600
14136,Cassian Baldwin,Male,36,Bachelors,San Jose,2015,IT,2,95900
14137,Arjun Boyd,Others,38,Bachelors,San Jose,2012,Operations,3,109000
14138,Maya Mcgrath,Female,25,Bachelors,Indianapolis,2013,IT,3,108300
14139,Diana Conway,Female,37,Bachelors,Philadelphia,2017,IT,3,102200
14140,Aleena Shepard,Female,25,Bachelors,Jacksonville,2016,Customer Service,3,120000
14141,Kendall Carlson,Male,40,Bachelors,Columbus,2015,HR,2,87700
14142,Tom Rosario,Male,26,Bachelors,Jacksonville,2013,Procurement & Supply Chain,3,111900
14143,Irene Guy,Others,23,Masters,Los Angeles,2015,Legal,1,41700
14144,Reagan Vargas,Others,22,Bachelors,Houston,2014,Operations,3,114000
14145,Rosa Wise,Others,34,Masters,Charlotte,2017,Procurement & Supply Chain,2,70500
14146,Eliza Jennings,Female,35,Masters,Columbus,2017,Procurement & Supply Chain,3,108100
14147,Bruno Skinner,Others,23,Bachelors,Dallas,2014,Customer Service,3,101700
14148,Sofia Riley,Female,29,Bachelors,Philadelphia,2015,Customer Service,3,118500
14149,Lena Hays,Female,32,Bachelors,"Washington, D.C.",2015,HR,3,106600
14150,Karina Green,Female,26,Bachelors,Austin,2015,Customer Service,3,99700
14151,Emmanuel Davies,Male,28,Bachelors,Fort Worth,2014,Finance & Accounting,3,104300
14152,Brooke Hurst,Female,24,Masters,Columbus,2015,IT,2,85700
14153,Celeste Cabrera,Female,33,Bachelors,New York City,2017,Customer Service,3,114500
14154,Phoebe Hoffman,Female,22,PHD,Phoenix,2016,R&D,3,113300
14155,Malachi Higgins,Male,39,Masters,Dallas,2015,HR,2,97800
14156,Javier Hubbard,Male,30,Masters,Houston,2018,Sales,3,116200
14157,Natalia Rocha,Female,38,Bachelors,Denver,2014,Sales,3,112300
14158,Mary Flores,Female,36,Bachelors,Boston,2012,Legal,3,117200
14159,Gage Maynard,Male,38,Bachelors,Boston,2012,Procurement & Supply Chain,2,79100
14160,Alison Kane,Female,24,Bachelors,"Washington, D.C.",2013,Operations,3,100200
14161,Cruz Cox,Male,28,Bachelors,Houston,2016,Finance & Accounting,3,105700
14162,Keira Ryan,Female,35,Bachelors,Charlotte,2015,Sales,3,118800
14163,Kevin Gates,Male,23,Bachelors,Fort Worth,2013,Operations,3,100600
14164,Amelie Hall,Others,23,Masters,Indianapolis,2017,Finance & Accounting,2,74900
14165,Nicholas Rios,Male,37,Bachelors,Boston,2013,Marketing,3,108600
14166,Caroline Booth,Female,24,Masters,Charlotte,2016,Legal,3,112700
14167,Ansel Knox,Others,33,Bachelors,Houston,2014,Finance & Accounting,3,99200
14168,Shane Salas,Male,38,Bachelors,Jacksonville,2015,Operations,3,105900
14169,Isaac Hale,Male,40,Bachelors,Chicago,2015,Marketing,3,115400
14170,Jasper Chandler,Male,34,Bachelors,Columbus,2014,Customer Service,3,106400
14171,Imogen Kirk,Others,26,Masters,San Jose,2017,HR,2,74400
14172,Ansel Avery,Others,25,Bachelors,San Diego,2016,HR,3,103600
14173,Jack Gonzalez,Male,24,Bachelors,Dallas,2016,Marketing,3,104800
14174,Reid Burton,Male,35,Bachelors,Phoenix,2018,Sales,3,109700
14175,Flora Mann,Female,27,PHD,Denver,2013,Finance & Accounting,3,119500
14176,Walter Morrow,Male,30,Masters,Houston,2013,HR,3,105000
14177,Bailey Vega,Male,26,Bachelors,San Diego,2015,Marketing,3,106100
14178,Christian Wise,Male,40,Bachelors,San Diego,2017,Operations,3,118900
14179,Jake Gomez,Male,27,Masters,Dallas,2017,Finance & Accounting,2,71300
14180,Reagan Nolan,Others,38,Bachelors,Austin,2016,Procurement & Supply Chain,3,116200
14181,Salem Ahmed,Others,34,Bachelors,San Antonio,2014,Customer Service,3,100600
14182,Davina Rosales,Female,24,Masters,San Antonio,2017,HR,2,81500
14183,George Anderson,Male,38,Bachelors,Austin,2016,Procurement & Supply Chain,3,104100
14184,Adam Lang,Male,37,Bachelors,Phoenix,2014,Customer Service,1,69200
14185,Tania Norris,Female,22,Bachelors,New York City,2015,R&D,3,116900
14186,Cecilia Washington,Female,29,Bachelors,Jacksonville,2014,IT,3,104300
14187,Molly Tyson,Female,37,Bachelors,Houston,2014,Operations,1,45800
14188,Faith Donovan,Female,23,Bachelors,Chicago,2016,Marketing,3,112700
14189,August Mckenzie,Male,34,Bachelors,San Jose,2012,Customer Service,3,103000
14190,Emery Massey,Others,28,Bachelors,New York City,2017,Procurement & Supply Chain,3,102200
14191,Camille James,Female,24,Bachelors,Jacksonville,2012,Marketing,3,113500
14192,Lily Rosales,Female,35,Masters,Seattle,2017,Operations,2,89800
14193,Ibrahim Hunter,Male,30,Bachelors,Boston,2015,Operations,3,104900
14194,Violet Stark,Female,33,Bachelors,Seattle,2018,Sales,3,116000
14195,Stella Simmons,Female,27,Bachelors,San Jose,2015,Procurement & Supply Chain,3,105900
14196,Karl Cannon,Male,32,Bachelors,Seattle,2016,Legal,3,104900
14197,Winnie Jones,Female,36,Bachelors,San Antonio,2014,Legal,3,99300
14198,Elora Stevenson,Others,26,Bachelors,Philadelphia,2012,Finance & Accounting,3,106400
14199,Dora Guerrero,Female,35,Bachelors,Los Angeles,2012,IT,1,51900
14200,Eliza Carson,Female,25,PHD,Houston,2012,Sales,3,107700
14201,Tom Francis,Male,29,Masters,"Washington, D.C.",2013,Legal,2,78600
14202,Melody Morris,Female,36,Bachelors,San Diego,2012,HR,3,111000
14203,Sasha Cottrell,Female,30,Bachelors,San Antonio,2013,Customer Service,3,104900
14204,Martin Decker,Male,37,Bachelors,Denver,2017,HR,2,72000
14205,Drake Dickinson,Male,40,Bachelors,Boston,2016,IT,3,104100
14206,Thomas Norton,Male,24,Bachelors,Indianapolis,2012,Legal,3,107200
14207,Victoria Quinn,Female,32,Bachelors,Los Angeles,2012,Legal,3,102900
14208,Amber Riggs,Female,34,Bachelors,Boston,2018,Sales,3,114800
14209,Donna Foster,Female,29,Bachelors,Seattle,2014,HR,3,112300
14210,Tom Dorsey,Male,23,Bachelors,Boston,2012,Finance & Accounting,3,108900
14211,Gia Love,Female,23,Bachelors,Seattle,2017,HR,3,117700
14212,Elliot Kim,Male,25,Bachelors,Boston,2013,Sales,3,113900
14213,Valentina Puckett,Female,31,Bachelors,Charlotte,2012,HR,1,54800
14214,Helena Leach,Female,23,Masters,San Antonio,2017,Marketing,2,70500
14215,Faith Bright,Female,27,Bachelors,New York City,2014,Legal,3,100600
14216,Nina Houston,Female,39,PHD,New York City,2015,HR,2,73500
14217,Remy Simon,Male,33,Bachelors,Boston,2016,Customer Service,3,110400
14218,Mia Moreno,Female,23,Bachelors,Dallas,2013,Customer Service,3,104100
14219,Juliana Pena,Female,34,Masters,Fort Worth,2017,Finance & Accounting,2,89200
14220,Blake Young,Male,37,Bachelors,Austin,2015,Procurement & Supply Chain,2,77600
14221,Gianna Schneider,Female,23,Bachelors,Fort Worth,2012,Finance & Accounting,3,111600
14222,Spencer Johnson,Male,27,Bachelors,Houston,2017,Operations,3,114200
14223,Grace Day,Female,38,Masters,Los Angeles,2017,Procurement & Supply Chain,2,90900
14224,Mariana Reid,Female,27,Bachelors,Los Angeles,2014,IT,3,115200
14225,Chris Mann,Male,22,Bachelors,"Washington, D.C.",2016,HR,3,114700
14226,Aleena Mathis,Female,26,Masters,Fort Worth,2015,IT,2,83100
14227,Preston Hanna,Male,40,Bachelors,Philadelphia,2012,HR,3,118800
14228,Flynn Hunt,Others,33,Bachelors,San Diego,2016,Marketing,3,107800
14229,Davina Wilcox,Female,31,Bachelors,Seattle,2014,Legal,3,106000
14230,Cecilia Fowler,Female,33,Bachelors,Charlotte,2017,R&D,3,112600
14231,Russell Jacobs,Male,30,Bachelors,Phoenix,2015,Legal,3,100100
14232,Stella Lynch,Female,33,Bachelors,Austin,2015,Marketing,3,104800
14233,Sophia Henry,Female,33,Masters,Indianapolis,2017,Customer Service,3,109200
14234,Orion Mcmahon,Others,22,Bachelors,San Jose,2016,Legal,3,102900
14235,Flora Russell,Female,28,Bachelors,Chicago,2012,R&D,3,105600
14236,Jacob Strong,Male,36,Bachelors,Seattle,2013,R&D,3,99900
14237,Martin Callahan,Male,36,Bachelors,"Washington, D.C.",2017,Procurement & Supply Chain,2,71800
14238,Amelia Davenport,Female,31,Bachelors,Houston,2014,Customer Service,3,100000
14239,Gemma Corbett,Female,25,Bachelors,Los Angeles,2013,Procurement & Supply Chain,2,83700
14240,Toby Roach,Male,31,Bachelors,Los Angeles,2012,R&D,1,53000
14241,Jake Zamora,Male,39,Masters,Phoenix,2015,Operations,2,75700
14242,Bruno Velez,Others,26,Masters,San Jose,2015,Marketing,3,106900
14243,Mary Irwin,Female,25,Bachelors,Los Angeles,2017,IT,2,70300
14244,Giselle Dudley,Female,26,Bachelors,Los Angeles,2013,Sales,3,108700
14245,Paige Copeland,Female,35,Bachelors,San Jose,2013,Procurement & Supply Chain,3,114400
14246,Gia Horn,Female,28,Bachelors,San Jose,2013,Procurement & Supply Chain,2,87300
14247,Warren Morales,Male,32,Bachelors,San Antonio,2012,Marketing,3,118900
14248,Bridget Jackson,Female,22,Masters,Philadelphia,2017,Operations,2,87100
14249,Bradley Thornton,Male,36,Bachelors,San Jose,2014,Marketing,3,105100
14250,Paul Ford,Male,38,Bachelors,Charlotte,2015,HR,3,118600
14251,Jasper Greene,Male,39,Bachelors,San Diego,2014,Finance & Accounting,3,115900
14252,Andrew Salinas,Male,25,Masters,Los Angeles,2017,HR,2,89300
14253,Savannah Green,Female,27,Bachelors,Columbus,2016,Customer Service,3,109800
14254,Atlas Atkinson,Others,38,Masters,Columbus,2014,IT,3,98500
14255,Kamila Ross,Others,22,Bachelors,Austin,2012,Sales,3,107500
14256,Omar Merritt,Male,33,Bachelors,Dallas,2013,Operations,3,104900
14257,Roxanne Sterling,Others,24,Bachelors,Philadelphia,2013,Marketing,3,111200
14258,James Clark,Male,37,Bachelors,Phoenix,2014,Operations,3,101700
14259,Jade Petty,Female,28,Bachelors,Jacksonville,2018,Customer Service,3,104900
14260,Amira Bradley,Female,32,Masters,Phoenix,2017,Customer Service,3,100000
14261,Carson Spears,Male,33,PHD,New York City,2016,Legal,3,103100
14262,Arya Peck,Others,32,Bachelors,Denver,2014,Sales,3,107600
14263,Noelle Bowman,Female,24,Bachelors,Austin,2017,R&D,3,111200
14264,Gerald Gonzales,Male,27,Bachelors,Phoenix,2016,HR,3,108800
14265,Anders Cross,Male,35,Bachelors,"Washington, D.C.",2012,Legal,2,81900
14266,Mia Beasley,Female,40,PHD,Indianapolis,2013,Marketing,3,113400
14267,Andre Gray,Male,34,Bachelors,Seattle,2017,Marketing,2,73900
14268,Wade Moyer,Male,39,Bachelors,Los Angeles,2016,Procurement & Supply Chain,3,104300
14269,Daphne Sears,Female,26,Bachelors,Phoenix,2014,R&D,3,116300
14270,Ana Archer,Female,29,Masters,Houston,2015,HR,2,79300
14271,Mary Woods,Female,29,Bachelors,Phoenix,2013,R&D,3,107900
14272,Kody Baker,Male,23,Bachelors,Houston,2015,R&D,2,97000
14273,Amara Downs,Female,32,Bachelors,Dallas,2015,Marketing,3,115700
14274,Lara Shields,Others,28,Bachelors,Phoenix,2014,Marketing,3,112600
14275,Juliana Hopper,Female,32,Masters,Phoenix,2013,Marketing,2,72800
14276,Beau Joyner,Male,32,Bachelors,Los Angeles,2012,Operations,3,107800
14277,Hector Whitney,Male,38,Bachelors,Philadelphia,2013,HR,3,111900
14278,Desiree Mayer,Female,30,PHD,Los Angeles,2017,Legal,3,103600
14279,Jackie Dixon,Others,31,PHD,Columbus,2015,HR,3,119900
14280,Holly Harris,Others,25,Bachelors,Boston,2012,Operations,3,111900
14281,Kaden Ramirez,Male,37,Bachelors,Houston,2013,HR,3,117500
14282,Leonard Gray,Male,27,Masters,Los Angeles,2017,Procurement & Supply Chain,2,85900
14283,Hector Howard,Male,25,Bachelors,Dallas,2013,HR,3,112800
14284,Kate Morse,Others,22,Bachelors,New York City,2015,HR,2,74500
14285,Mackenzie Davies,Female,38,Bachelors,San Antonio,2018,Finance & Accounting,3,104900
14286,Karter Hebert,Male,22,Bachelors,Columbus,2015,HR,3,106200
14287,Micah Novak,Male,38,Bachelors,Houston,2017,Finance & Accounting,3,114800
14288,Marlon Terrell,Male,38,PHD,Jacksonville,2015,Legal,1,45800
14289,Hallie Harvey,Female,26,Bachelors,Seattle,2016,Procurement & Supply Chain,2,88300
14290,Mariana Franklin,Female,31,Masters,Los Angeles,2017,IT,2,92500
14291,Ansel Michael,Others,28,Masters,Houston,2014,Marketing,3,101200
14292,Kai Austin,Male,34,PHD,Phoenix,2017,Marketing,3,102600
14293,Anton Morris,Others,31,Masters,"Washington, D.C.",2013,R&D,3,105400
14294,Emma Ortiz,Female,26,Bachelors,Austin,2014,R&D,3,118700
14295,Scarlett Mccall,Female,40,Bachelors,Phoenix,2013,Marketing,3,107400
14296,Milo Trujillo,Male,31,Bachelors,Columbus,2016,Operations,3,111000
14297,Elsa Dixon,Female,26,Bachelors,San Diego,2013,Procurement & Supply Chain,3,119000
14298,Beau Payne,Male,32,Bachelors,Seattle,2018,Procurement & Supply Chain,3,117800
14299,Eva Lee,Female,33,Bachelors,Jacksonville,2012,Marketing,3,111400
14300,Martin Owen,Male,25,Bachelors,San Antonio,2017,Procurement & Supply Chain,3,107700
14301,Naomi Wood,Female,40,Bachelors,Chicago,2017,IT,3,104900
14302,Daisy Roberts,Female,31,Masters,Indianapolis,2013,Finance & Accounting,3,104500
14303,Conrad Evans,Male,36,Bachelors,San Jose,2015,IT,3,113700
14304,Jocelyn Blackburn,Female,31,Bachelors,Fort Worth,2014,Sales,3,100700
14305,Alicia Hale,Female,22,Bachelors,Chicago,2015,Operations,3,99000
14306,Heidi Hardy,Female,34,Bachelors,New York City,2016,HR,3,101100
14307,Maddie Sutton,Others,38,PHD,Phoenix,2018,Finance & Accounting,3,104400
14308,Barbara Bowman,Female,23,Bachelors,Los Angeles,2015,Operations,3,117400
14309,Alex Montgomery,Male,27,PHD,Seattle,2017,Legal,3,116200
14310,Lilian Hall,Others,34,Bachelors,Phoenix,2016,Sales,3,108100
14311,Anne Compton,Female,39,Bachelors,San Diego,2012,HR,3,110800
14312,Jillian Reilly,Female,24,Bachelors,San Diego,2018,Marketing,3,108500
14313,Calvin Roy,Male,37,Bachelors,Chicago,2015,HR,3,111400
14314,Annabelle Morales,Female,23,PHD,Columbus,2013,Procurement & Supply Chain,3,104900
14315,Kate Clark,Others,36,Bachelors,Jacksonville,2018,HR,3,108200
14316,Yvette White,Female,23,Bachelors,Jacksonville,2014,Legal,3,113000
14317,Karl Singleton,Male,31,Bachelors,Dallas,2012,IT,3,102700
14318,Jocelyn Munoz,Female,22,Bachelors,Columbus,2015,R&D,3,100900
14319,Sebastian Freeman,Male,24,Bachelors,Charlotte,2015,HR,2,79000
14320,Roman Edwards,Male,28,Bachelors,Indianapolis,2018,Marketing,2,70100
14321,Lena May,Female,33,Bachelors,Philadelphia,2014,IT,3,99400
14322,Anika Hudson,Female,35,Bachelors,Philadelphia,2018,HR,3,98600
14323,Christian Connolly,Male,30,Bachelors,Boston,2012,Sales,3,101700
14324,Elsa Vaughn,Female,28,Bachelors,Philadelphia,2014,R&D,3,100900
14325,Cecilia Hardy,Female,22,Bachelors,Philadelphia,2015,Operations,3,116000
14326,Megan Cabrera,Female,38,Bachelors,Indianapolis,2014,R&D,3,101400
14327,Anaya Cameron,Others,39,Bachelors,Houston,2014,IT,3,110600
14328,Isaac Tucker,Male,38,PHD,Austin,2012,R&D,1,48500
14329,Karter Clark,Male,22,Bachelors,Houston,2014,Legal,3,100900
14330,Rebecca Greene,Female,36,Bachelors,Columbus,2014,HR,3,107300
14331,Vanessa Lester,Female,27,Bachelors,Fort Worth,2015,Sales,3,102000
14332,Ida Snyder,Others,32,Bachelors,Indianapolis,2016,HR,1,65700
14333,Alisha Ward,Others,39,Bachelors,Houston,2017,IT,2,81500
14334,Ella Crawford,Female,36,Bachelors,Jacksonville,2015,HR,2,70600
14335,Aditya Mathis,Others,34,Bachelors,Los Angeles,2018,Procurement & Supply Chain,3,111600
14336,Dean Wallace,Male,28,Bachelors,Columbus,2015,Operations,3,102000
14337,Bennett Robertson,Male,36,Bachelors,San Diego,2018,IT,3,114500
14338,Gabriel Miranda,Male,22,PHD,Seattle,2015,Legal,3,100500
14339,Corey Travis,Male,28,Bachelors,Dallas,2014,Sales,1,41500
14340,Karter Wilkinson,Male,27,Bachelors,Indianapolis,2016,IT,2,70200
14341,Norah Jones,Female,39,Bachelors,Indianapolis,2014,Customer Service,1,53600
